vid_id,user_name,vid_caption,vid_hashtags_normalized,hashtag_count,vid_duration_sec,user_nfollower,music_id,music_title,initial_views,current_views,initial_growth_rate,current_growth_rate,new_growth_rate,view_growth_per_hour,like_growth_per_hour,comment_growth_per_hour,share_growth_per_hour,initial_engagement_rate,current_engagement_rate,engagement_momentum,time_diff_hours,viral_acceleration,post_hour,post_day,continuing_viral
7.472313596563836e+18,vanhlive11,Đúng Đen 😑,"['xuhuong', 'trending', 'theanh28']",3,15.0,100100.0,7.438590596836593e+18,nhạc nền - Mịn Da 101,1600000.0,1700000.0,764.0162157136117,646.8688850675709,-117.14733064604081,187.3193149108256,5.2449408175031165,0.1105183957973871,0.1105183957973871,3.5134375,3.4901764705882354,-0.023261029411764778,533.8477777777778,0.000117074571819266,6,Tuesday,1
7.472314618141085e+18,biengioibiendao68,Wellcome to Vietnam.,"['kiêngiang', 'phuquoc', 'bộđộibiênphòng', 'hellovietnam']",4,13.0,31000.0,7.409251608762715e+18,nhạc nền - Always Nam Em,18800000.0,19000000.0,8974.687086024656,7229.641530274124,-1745.045555750532,375.0312526043837,7.875656304692058,-0.04125343778648221,0.18751562630219185,5.280010638297872,5.247473684210526,-0.03253695408734636,533.2888888888889,1.99484708832119e-05,6,Tuesday,0
7.472322245604527e+18,fansiefamily,Thà 1 phút huy hoàng rồi dập tắt 👀,"['fansiefamily', '2ne1welcomeback', '2ne1']",3,8.0,136400.0,7.472322316022582e+18,nhạc nền - Fansie Family Daily 💯,3000000.0,3000000.0,1410.581108479042,1139.9266267227931,-270.65448175624897,0.0,0.19803341813931102,-0.00198033418139311,0.0,1.1567666666666667,1.1601666666666666,0.0033999999999998476,504.96527777777777,0.0,6,Tuesday,1
7.47233312796941e+18,duyn203,quá lười để quay 😋,"['duyn203', 'fyp', 'xh']",3,38.0,1400000.0,7.472333186578075e+18,nhạc nền - Duyn,1600000.0,1600000.0,770.326797770225,608.8388818885336,-161.48791588169138,0.0,0.5445510856987271,-0.052639938284210284,0.018151702856624236,9.9005,9.918000000000001,0.017500000000001847,550.9125,0.0,7,Tuesday,1
7.472341369323834e+18,datdo0803,Hồi nhỏ mới xem phim xong kiểu,['dotiendat'],1,63.0,10500000.0,7.472341712497593e+18,nhạc nền - Đỗ Đạt,5800000.0,5800000.0,2719.9502488793555,2207.267491643463,-512.6827572358925,0.0,1.8171631055317474,-0.11104885644916235,0.2019070117257497,5.376672413793104,5.394689655172414,0.018017241379309823,495.2775,0.0,8,Tuesday,1
7.472348218651676e+18,tamnghiendotrung.ggd,Ngày bạn thân gả đi nhất định phải làm cho nó cái này🥰,"['tiktok', 'viral', 'tamnghiendotrung', 'ord', 'quatang', 'quatcotrang', 'quat']",7,8.0,14800.0,7.472348240801811e+18,Unknown,5300000.0,5400000.0,2505.2040756571632,2053.832600598971,-451.3714750581921,194.69088765524572,5.45134485434688,0.0038938177531049143,0.38938177531049145,9.347943396226414,9.232277777777778,-0.11566561844863621,513.6347222222222,3.673412974627278e-05,8,Tuesday,1
7.472354326271364e+18,26062002tn,Xem tí bói,"['nct', 'theanh28']",2,68.0,785700.0,7.472354438657674e+18,nhạc nền - Nguyễn Chí Thanh,2000000.0,2000000.0,956.1688227609613,761.7802974836703,-194.38852527729102,0.0,2.0608974375654765,0.06182692312696429,0.11053904437851192,4.7243,4.7886,0.06429999999999936,533.7480555555555,0.0,8,Tuesday,1
7.472358549817921e+18,daoquangdai1992,Tôi sẽ đưa máy cho ai nữa nhở?,[],0,38.0,118800.0,7.472358629346168e+18,nhạc nền - Đại Nhọ,4400000.0,4500000.0,2030.9181647679804,1712.024573682103,-318.89359108587746,216.47325382751774,1.0823662691375886,0.00865893015310071,0.036800453150678016,3.3824318181818183,3.3188444444444443,-0.063587373737374,461.9508333333333,4.9198466778981304e-05,9,Tuesday,1
7.472362350348144e+18,di.thanhthanh,"Mấy bà có bồ mau đu mẫu bế người yêu này cho tui liền điiii, nặng như gì vậy á 🤣","['capcut', 'didi', 'tiktokgiaitri', 'nhachaymoingay', 'trending', 'tiktokvoicevn', 'couple']",7,21.0,3900000.0,7.467929943051406e+18,nhạc nền - Producer Duzme,781800.0,788100.0,364.28026987347755,299.9700892659373,-64.31018060754025,13.0947713871162,0.20785351408120953,-0.0020785351408120953,0.014549745985684667,2.6120491174213356,2.60550691536607,-0.006542202055265456,481.10805555555555,1.674951571644436e-05,9,Tuesday,1
7.47238424434667e+18,tuhanhien6,Phần1. Chính con đã cứu lấy tâm hồn tôi.,"['xuhuong', 'viral', 'họctiếngtrung']",3,54.0,7818.0,7.325303804126186e+18,nhạc nền - Chưa Biết ?,4600000.0,4700000.0,2142.8776621308225,1788.5447514086638,-354.33291072215866,207.82027702442926,2.286023047268722,0.008312811080977171,0.06026788033708449,5.0015,4.919191489361703,-0.08230851063829725,481.185,4.517832109226723e-05,10,Tuesday,1
7.472394808531766e+18,hoahoa3818,nội tôi,[],0,18.0,1343.0,7.472394845342174e+18,Unknown,1000000.0,1000000.0,471.3548492855963,380.4191098467577,-90.9357394388386,0.0,0.19718582956900108,-0.003943716591380021,0.0,4.0419,4.0513,0.009400000000000297,507.1358333333333,0.0,11,Tuesday,1
7.472395101038267e+18,gemini.hunghuynhf,Yeahhh được nhảy với Jang Wonyoung 🫣,[],0,28.0,1000000.0,7.46749624544479e+18,Chăm Em Một Đời,969100.0,982300.0,453.9619197469193,375.12944441745293,-78.83247532946638,27.283876331466946,1.6535682625131483,-0.002066960328141435,0.01653568262513148,11.873903621917242,11.80280973226102,-0.07109388965622188,483.8022222222222,2.8153829668214782e-05,11,Tuesday,1
7.472412425044676e+18,eyrc14,Ngũ Lôi Thần Chú,"['道教', '道教文化', '道家文化', '玄学', '佛教']",5,11.0,13800.0,7.472412459886841e+18,原声 - Bạch Vân cư sĩ,4200000.0,4300000.0,1967.7650925760595,1645.0532038686379,-322.7118887074216,208.55226493552837,4.3795975636460955,0.16267076664971214,0.6256567948065851,4.714142857142857,4.6667906976744185,-0.047352159468438515,479.49611111111113,4.9655301175125805e-05,12,Tuesday,1
7.472579492213509e+18,huyenranchu,2 mẹ con cháu Lido chào buổi sáng mọi người a,"['lido', 'chuthanhhuyen', 'quanghai', 'fyp']",4,15.0,346600.0,7.47257952419973e+18,nhạc nền - Huyền Ranchu,6800000.0,6900000.0,3208.288708239168,2641.0699778284093,-567.2187304107588,202.8179297810524,3.447904806277891,0.022309972275915767,0.04259176525402101,6.207470588235294,6.143318840579711,-0.06415174765558351,493.05305555555555,2.9826166144272414e-05,23,Tuesday,1
7.472580684389846e+18,chaoohao.15,Ai biết..,"['xuhuongtiktok', 'trendingvideo', 'nhanvien', 'seoulmycay']",4,9.0,2415.0,7.428564746951052e+18,nhạc nền - Kim Tồ:🙈,1600000.0,1600000.0,757.0829645949362,614.1833488709636,-142.8996157239726,0.0,0.20337167642662407,-0.0020337167642662407,0.022370884406928648,4.42325,4.42875,0.005499999999999616,491.7105555555556,0.0,23,Tuesday,1
7.472587482375212e+18,thetanr,Chúng ta chọn như thế 🤭,[],0,24.0,5969.0,7.436337598676684e+18,nhạc nền - phn,3600000.0,3700000.0,1665.980435270811,1420.449243733414,-245.53119153739704,225.26581366011894,0.4505316273202379,-0.03153721391241665,0.0653270859614345,3.18925,3.1083783783783785,-0.08087162162162143,443.92,6.257383712781082e-05,23,Tuesday,1
7.472646077775105e+18,hi5020350,lý do mấy đứa gần trương luôn đi học muộn:,[],0,71.0,3671.0,7.47264613726808e+18,nhạc nền - .....,3800000.0,3800000.0,1814.2136477934957,1457.198159456465,-357.0154883370308,0.0,0.3897322863969358,-0.07599779584740249,0.0,9.885947368421052,9.887552631578947,0.0016052631578951093,513.1727777777778,0.0,3,Wednesday,1
7.472652619408788e+18,_camelanakbaik_,susu😋,[],0,19.0,10600.0,7.457331137996688e+18,Unknown,23000000.0,23400000.0,11052.557178629213,8979.596361600585,-2072.9608170286283,761.989830610719,11.620344916813464,-0.17335268646393856,0.25336161867806406,2.249121739130435,2.2386324786324785,-0.010489260497956288,524.9413888888889,3.312999263524865e-05,4,Wednesday,0
7.472669174511455e+18,akhoah,,[],0,12.0,14900.0,7.256982571255287e+18,nhạc nền - 𝐇𝐨𝐚̀𝐧𝐠 𝐔́𝐭 𝐌𝐮𝐬𝐢𝐜 ✈,1700000.0,1700000.0,807.094093324079,654.2787047676392,-152.81538855643987,0.0,0.20326890273752396,-0.014228823191626676,0.07114411595813339,4.222352941176471,4.2281176470588235,0.005764705882352672,491.95916666666665,0.0,5,Wednesday,1
7.472671314327686e+18,nattawatji,สมัยยังเป็นหนุ่ม,[],0,8.0,2100000.0,6.928183020243406e+18,Unknown,2400000.0,2400000.0,1145.3487308502065,919.8049332204586,-225.54379762974793,0.0,10.314952031148128,-0.007784869457470285,0.19462173643675715,26.44095833333333,26.674125,0.2331666666666692,513.8172222222222,0.0,5,Wednesday,1
7.472676559564967e+18,batanvlog01,Lần Đầu Làm Chảo Cơm Rang Trứng Khổng Lồ,['batanvlog'],1,91.0,1600000.0,7.472677000215039e+18,nhạc nền - Bà Tân Vlogs,9700000.0,9700000.0,4539.251657827778,3720.1465430921767,-819.1051147356015,0.0,1.912863178328441,0.04250807062952091,0.21254035314760455,2.2283298969072165,2.23940206185567,0.011072164948453533,470.49888888888887,0.0,5,Wednesday,1
7.472693713941089e+18,iphone2you_unboxing,Blue🩵,"['iphone', 'iphone14', 'unboxing', 'fyppppppppppppppppppppppp', 'pyfツviral', 'pyfツ']",6,13.0,60900.0,7.310099565026135e+18,Unknown,4000000.0,4100000.0,1856.0465743953735,1577.9467192819957,-278.09985511337777,225.63431446654408,9.47664120759485,0.0947664120759485,2.0307088301988965,8.672375,8.60090243902439,-0.07147256097561083,443.195,5.640857861663602e-05,6,Wednesday,1
7.472694767172914e+18,backcumback,Trêu đùa nhau ngày mưa gió,"['hzmedia', 'bachkhi']",2,43.0,2100000.0,7.472694901547142e+18,nhạc nền - Bách Khỉ,5100000.0,5100000.0,2360.9492816400316,1956.2590700737112,-404.6902115663204,0.0,2.237810923625378,0.024615920159879158,0.2237810923625378,4.366392156862745,4.389666666666667,0.02327450980392154,446.8652777777778,0.0,6,Wednesday,1
7.472700213606616e+18,heinphyo503,,"['filters', 'effects', 'ကြည်ရှုသူတိုင်းကျေးဇူးတင်ပါတယ်', 'foryou', 'fypシ゚viral', 'fypシ゚virဒ်တော့fypပေါ်ရောက်ချင်တယ်']",6,17.0,114400.0,7.386734405720215e+18,original sound - 🅚🅗🅢 🇲🇲(စခန်းသစ်သား)🇲🇲,12800000.0,13100000.0,6185.158518847821,5032.498887536028,-1152.6596313117934,562.2077690866935,7.308700998127015,-0.05622077690866934,0.10681947612647175,1.999890625,1.9855954198473282,-0.014295205152671686,533.6105555555556,4.3922481959897926e-05,7,Wednesday,1
7.47270434051228e+18,benvl97,"Tôi không tạo ra content, content tìm đến tôi","['suphu', 'freefire', '🍀supi✿']",3,18.0,3900000.0,7.471537932612931e+18,Unknown,6600000.0,6600000.0,3154.0850179899667,2532.453185055499,-621.6318329344676,0.0,0.9734365392384157,-0.13822798857185503,0.023362476941721975,4.198772727272727,4.205621212121212,0.0068484848484846594,513.6441666666667,0.0,7,Wednesday,1
7.472705055607639e+18,kimmengsiphone_,Unboxing iPad 10th Gen 64gb — in Pink 🎀💘,"['ipad', 'kimmengsiphone', 'kimmengstore', 'ipad10thgen', 'ipadpink', 'ipadpink10thgeneration', 'ipadpinkfyp', 'fyp', 'fypage']",9,53.0,11900.0,6.922637529569168e+18,Sixty Second Commercial 1 by Michael Reynolds,2000000.0,2000000.0,923.981714401872,767.4186445638728,-156.56306983799914,0.0,1.8116169939738573,-0.09284537094116019,0.22645212424673217,12.984950000000001,13.0279,0.04294999999999938,441.59444444444443,0.0,7,Wednesday,1
7.472717630030237e+18,longvu.nhim,Mình lượn lờ làm wen 🥰❤️,"['longvu', 'nhimvu', 'longvũ', 'nhímvũ', 'fyp', 'fypシ', 'vequelamgiau', 'vềquêlàmgiàu', 'vêf']",9,18.0,1300000.0,7.465150856263699e+18,Unknown,6000000.0,6100000.0,2899.1580227688596,2346.075643632392,-553.0823791364678,188.49420877723284,5.2778378457625195,-0.02261930505326794,0.06031814680871451,7.549316666666667,7.473426229508197,-0.07589043715846966,530.5202777777778,3.141570146287214e-05,8,Wednesday,1
7.47271868562334e+18,ggawincaskeyy,My my my,['mygoldenblood'],1,10.0,254700.0,7.105812268692033e+18,original sound,1800000.0,1900000.0,832.0603110184945,729.323207256382,-102.7371037621125,226.3210074302444,13.579260445814665,0.05884346193186355,0.45264201486048883,25.01055555555556,24.037684210526315,-0.9728713450292439,441.85027777777776,0.00012573389301680246,8,Wednesday,1
7.472723659145186e+18,6a2.thcs.l.t.trng,Che mặt t.an vs g.Hân nhee😝😝,[],0,21.0,380.0,7.462738621016804e+18,nhạc nền - maicochen,3971.0,4101.0,1.8591261576459808,1.5805616905745052,-0.27856446707147553,0.28341118057107356,0.01308051602635724,0.0,0.0,46.15965751699824,44.793952694464764,-1.3657048225334734,458.6975,7.137022930523131e-05,8,Wednesday,1
7.472730316881333e+18,pipayapparel,go nak kaya mo yan HAHA🤣💗,"['aigenerated', 'hailuoai']",2,5.0,24900.0,7.471512834556644e+18,original sound - hermosa౨ৎ,49900000.0,50700000.0,24122.75695556949,19507.477866515495,-4615.2790890539945,1508.246652792194,0.0,0.5655924947970727,0.0,7.089178356713427,6.980078895463511,-0.1090994612499161,530.4172222222222,3.0225383823490863e-05,9,Wednesday,0
7.472730552139894e+18,new_chayapak,มาละๆ แต่ต้องฝึกอีกนิดนะ,[],0,30.0,126500.0,7.469067055037598e+18,เลิกกั๊กแล้วรักก่อน (RED FLAG) - From GELBOYS สถานะกั๊กใจ,1800000.0,1800000.0,840.9410597648247,692.6636444583168,-148.27741530650792,0.0,0.4364861170134407,0.004364861170134407,0.06983777872215051,9.766,9.778166666666667,0.012166666666667325,458.20472222222224,0.0,9,Wednesday,1
7.47273383164522e+18,maithefatcat,anh đổi sang content nhảy nhót được không các em 🤔,"['catsoftiktok', 'catlover', 'trending', 'viral', 'daotuyetmai', 'maithefatcat', 'cattok']",7,15.0,7525.0,7.457885703868698e+18,nhạc nền - kenhnhacsuy1,2200000.0,2200000.0,1015.3938580722977,844.2512141974061,-171.14264387489163,0.0,0.45536044625323735,-0.025044824543928056,0.0,14.454090909090908,14.462681818181819,0.00859090909091087,439.2125,0.0,9,Wednesday,1
7.472735335290588e+18,chibataichangasotthai,Chị chỉ muốn giúp cho hai đứa bên nhau mãi thuii,[],0,10.0,91700.0,7.472735391276142e+18,Unknown,8900000.0,9000000.0,4239.376584060129,3452.9875216064834,-786.3890624536457,197.2101339714177,4.338622947371189,0.07888405358856708,0.39442026794283536,4.931898876404494,4.9042111111111115,-0.027687765293382682,507.0733333333333,2.2158442019260414e-05,9,Wednesday,1
7.472743265314278e+18,baongochuynhquang3003,"tính đi đâu, đi vô học ôn bài lẹeee 📚",['lehuynhbaongoc'],1,18.0,3900000.0,7.472743306085797e+18,nhạc nền - Lê Huỳnh Bảo Ngọc,2300000.0,2300000.0,1075.4104288315978,885.4239015049319,-189.98652732666585,0.0,1.525361864863834,-0.01089544189188453,0.01089544189188453,6.956043478260869,6.987913043478261,0.03186956521739148,458.9075,0.0,10,Wednesday,1
