music_id,music_title,trend_score,popularity_score,viral_probability,emerging_score,current_views,current_engagement_rate
6.85519574323849e+18,Y Que Fue?,17.618292320298988,28265412.535448547,0.999630195716317,0.0,28604900.0,21.230770543951937
7.499328661104184e+18,nhạc nền - Bùi Huyền,17.47957615166435,37658139.07028071,0.999630195716317,42368.78507717688,37100000.0,1.8633423180592992
7.476847511887728e+18,Just smile,17.262942328419754,21750041.031581078,0.999630195716317,0.0,22043000.0,17.249123277627003
7.486112372193562e+18,Đắng Cay Tuổi Đôi Mươi,17.165680511613246,26148239.705259442,0.999630195716317,114.23590184207539,26170600.0,4.21943684280952
7.47267917650977e+18,เธอ ๆ เพื่อนเราชอบ (Guess Who?) Verse2,17.08011753773914,15229995.858302448,0.999630195716317,0.0,15235200.0,25.794747918225482
7.43318017876545e+18,M A K E I T T O T H E M O R N I N G,17.013670457439286,15229995.858302448,0.999630195716317,0.0,15300000.0,22.66243310119969
7.418562742053964e+18,Sekaideichibansukinakimi,16.960041909041358,18538308.762918953,0.999630195716317,309.44870316711564,18600000.0,10.743548387096775
6.82e+18,Western Music: Arizona Dreaming,16.934166826869312,13204051.35171189,0.999630195716317,21337.51476538695,13200000.0,25.86439393939394
7.46340375326658e+18,Unknown,16.92680552887939,19539943.763747763,0.999630195716317,0.0,19978500.0,6.7234786204074934
7.469067055037598e+18,เลิกกั๊กแล้วรักก่อน (RED FLAG) - From GELBOYS สถานะกั๊กใจ,16.85542996981924,13225853.091925772,0.999630195716317,0.0,13361200.0,22.039788141503923
