user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
alithucphuong,508.2K,7495024597390216455,Búp măng non hưởng ứng 30/4,2025-04-19 14:03:21,2025-05-18 09:07:27,00:58,30M,1.3M,11.7K,20.2K,57.9K,"30thang4, vietnam, giaiphongmiennam, tuhaovietnam, alichannel, alithucphuong, tiktokmusic, hellovietnam, capcut",https://www.tiktok.com/@alithucphuong/video/7495024597390216455,7.495024645238771e+18,nhạc nền - Ali Thục Phương,116 videos,Ali Thục Phương,False
ngotrikhanh.official,1.2M,7501302307393506578,"Em xem anh như trò đùa, thích thì đến.. không thì đi :((",2025-05-06 12:04:04,2025-05-18 09:07:40,00:24,2.1M,80.3K,1582,2585,3455,"kaingo, ssteam, fyp, bienhinh",https://www.tiktok.com/@ngotrikhanh.official/video/7501302307393506578,7.501302714781978e+18,nhạc nền - kaingo,1029 videos,kaingo,False
eun_shik,1141,7498367088726199559,+ 1 máy yêu Nước🇻🇳🇻🇳 🇻🇳,2025-04-28 14:13:55,2025-05-18 09:07:53,00:17,2.6M,82.5K,3145,3628,3256,,https://www.tiktok.com/@eun_shik/video/7498367088726199559,7.498367153776152e+18,nhạc nền - Monkey D Loffi,4 videos,Monkey D Loffi,False
hungdidu1907,1.5M,7504561580969970962,Thật may mắn khi có em🫶🏻,2025-05-15 06:51:43,2025-05-18 09:08:06,00:21,4.4M,380.2K,1599,13.8K,11.3K,fyp,https://www.tiktok.com/@hungdidu1907/video/7504561580969970962,7.503204228711288e+18,nhạc nền - thuong_htm🩰🎀,11.6K videos,thuong_htm🩰🎀,False
quocdung833,128.3K,7475310461425061127,Cơm nước gì chưa người đẹp,2025-02-25 11:02:26,2025-05-18 09:08:21,00:13,,190.4K,2429,80K,6912,,https://www.tiktok.com/@quocdung833/video/7475310461425061127,7.463730276129459e+18,xyz.tm08,6660 videos,dp☆.,False
huyseoul_idol,9.5M,7483456154836733191,Thanh Xuân và Tri Kỉ ! 🌻- Dc: Douyin trend,2025-03-19 09:51:53,2025-05-18 09:08:34,00:57,,681.3K,7083,14.7K,56.4K,huyseoul,https://www.tiktok.com/@huyseoul_idol/video/7483456154836733191,7.483456220436647e+18,nhạc nền - Oppa Huy IDol,287 videos,Oppa Huy IDol,False
weyvotriso1traidat,2845,7500940057650498834,Đố ae biết ông là ai ?🫡🇻🇳,2025-05-05 12:38:21,2025-05-18 09:08:51,00:41,3.3M,167K,2753,2605,9043,"giaitri, lichsuvietnam, suvietchannel, LearnOnTikTok, xuhuong, xuhuongtiktok, vua, meme, memes, weyvotriso1thegioi, tuongtaivietnam, fyp, foryoupage, theanh28, trinhtotam, trinhtotamdeohaivan, PhimDiaDao, PhimDiaDao, MatTroiTrongBongToi",https://www.tiktok.com/@weyvotriso1traidat/video/7500940057650498834,7.500940087790669e+18,nhạc nền - Wey Vô Tri 🗿,4 videos,Wey Vô Tri 🗿,False
tuanvieclampq1,32.4K,7490547760673082642,Như này là hỏng rồi,2025-04-07 12:30:56,2025-05-18 09:09:14,02:00,14.3M,498.7K,5907,32.2K,27.1K,phuquy,https://www.tiktok.com/@tuanvieclampq1/video/7490547760673082642,7.490547841409027e+18,nhạc nền - TUẤN - VIỆC LÀM HN,11 videos,TUẤN - VIỆC LÀM HN,False
necteam,690.9K,7483103185532439826,Tội Khứa Thủ Môn 🥲,2025-03-18 11:02:11,2025-05-18 09:09:28,00:29,6M,119.5K,1198,2592,5777,"nec, funny, viral, foryou, fyp, trending, comedy, football",https://www.tiktok.com/@necteam/video/7483103185532439826,7.483103413400522e+18,nhạc nền - NEC,13 videos,NEC,False
lavieenrose2107,65.8K,7497908077081955605,Trả lời,2025-04-27 08:32:43,2025-05-18 09:09:52,02:57,9.1M,576.2K,22.6K,52.7K,33.5K,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, dieubinh, giaiphongmiennam, quandoinhandanvietnam, xuhuong, thinhhanh, yeunuoc, nguoivietnam, vietnamese",https://www.tiktok.com/@lavieenrose2107/video/7497908077081955605,7.497908236906008e+18,nhạc nền - Hani Babe,86 videos,Hani Babe,False
alberthon1993,37.8K,7489698996454182162,,2025-04-05 05:37:18,2025-05-18 09:10:07,00:15,2.3M,43.4K,111,639,2123,五指画皮,https://www.tiktok.com/@alberthon1993/video/7489698996454182162,7.367977911875423e+18,辞九门回忆. TỪ CỬU MÔN HỒI ỨC,5517 videos,Nhạc Trung Theo Yêu Cầu,False
vietphuongthoa98,15.6M,7495365836924865799,Thử thách cầm tô mắm đường đi khắp xóm ăn đồ chua 😆,2025-04-20 12:07:32,2025-05-18 09:10:31,08:40,13M,719.1K,9883,50.6K,34.9K,,https://www.tiktok.com/@vietphuongthoa98/video/7495365836924865799,7.495365909545111e+18,nhạc nền - Việt Phương Thoa,4 videos,Việt Phương Thoa,False
chu.q.kien.truc,38.9K,7497477391690763527,Khi phát hiện khách hàng là cali,2025-04-26 04:41:26,2025-05-18 09:10:55,00:16,2.8M,136.1K,2009,22.4K,7372,"chuqkientruc, funnyvideos, funny, giaitri, 50namgiaiphongmiennnam🇻🇳",https://www.tiktok.com/@chu.q.kien.truc/video/7497477391690763527,7.49747741352223e+18,nhạc nền - chú Q kiến trúc,2 videos,chú Q kiến trúc,False
ngaohoathinh,125.3K,7501679604751551751,Ngoại… hạng anh,2025-05-07 12:28:10,2025-05-18 09:11:11,00:55,929.1K,18.9K,420,746,2810,"animation, funny, hoathinh, ngaohoathinh",https://www.tiktok.com/@ngaohoathinh/video/7501679604751551751,7.501679671143124e+18,nhạc nền - Ngáo Hoạt Hình,18 videos,Ngáo Hoạt Hình,False
