user_name,user_nfollower,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
lavieenrose2107,71.3K,7497147621295803665,"Bỏ qua ngoại hình đi, t phải nấu cơm nhà thôi ahuhu 😭",2025-04-25 07:21:46,2025-06-05 11:15:59,01:15,,4529,308,104,260,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, nauan, comnha, vietnam, toiyeuvietnam, vietnamtoiyeu, amthuc, amthucvietnam",https://www.tiktok.com/@lavieenrose2107/video/7497147621295803665,7167047544189487105,Recollection (full orchestra)(1347843),55.6K videos,,false
lavieenrose2107,71.3K,7497531261913779477,❌Trượt VISA thăm thân mà lại cố đánh võng qua VISA du lịch?,2025-04-26 08:10:29,2025-06-05 11:16:18,01:12,,1272,91,30,89,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, trungquoc, visa, haiquan, learnontiktok, chiase, kinhnghiem",https://www.tiktok.com/@lavieenrose2107/video/7497531261913779477,7167047544189487105,Recollection (full orchestra)(1347843),55.6K videos,,false
lavieenrose2107,71.3K,7497856226512932114,"Chúng ta xem diễu binh chứ không phải xem show. Sự kiện nâng tầm vóc của Việt Nam trong mắt bạn bè quốc tế không phải để mang ra đùa giỡn. Hãy cổ vũ những người lính một cách hào hùng và thân tình, đầy đủ sự tôn trọng và trang nghiêm🇻🇳",2025-04-27 05:11:31,2025-06-05 11:16:33,02:03,,54.6K,4919,2737,3146,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, dieubinh, giaiphongmiennam, quandoinhandanvietnam, xuhuong, thinhhanh",https://www.tiktok.com/@lavieenrose2107/video/7497856226512932114,7497856296234994449,nhạc nền - Hani Babe,4 videos,Hani Babe,true
lavieenrose2107,71.3K,7498911212730649876,Bật ngay VTV cùng hưởng ứng kỷ niệm 50 năm giải phóng miền Nam thống nhất đất nước đồng bào ơi🇻🇳🇻🇳🇻🇳,2025-04-30 01:25:24,2025-06-05 11:16:48,00:19,,772,30,1,21,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, dieubinh, giaiphongmiennam, quandoinhandanvietnam, yeunuoc, nguoivietnam, vietnamese, thinhhanh, xuhuong",https://www.tiktok.com/@lavieenrose2107/video/7498911212730649876,7467433324286364417,nhạc nền - 𝓕𝓮𝓮𝓵 𝓪𝓷𝓭 𝓒𝓱𝓲𝓵𝓵,26.8K videos,𝓕𝓮𝓮𝓵 𝓪𝓷𝓭 𝓒𝓱𝓲𝓵𝓵ㅤ,false
lavieenrose2107,71.3K,7499004347225853185,Các bác VTV ơi cháu xin có một ý kiến nho nhỏ về cảnh quay lễ diễu binh kỷ niệm 50 năm giải phóng miền Nam thống nhất đất nước ạ!!!🎥🇻🇳,2025-04-30 07:26:48,2025-06-05 11:17:05,01:59,,3697,259,28,194,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, dieubinh, giaiphongmiennam, quandoinhandanvietnam, qdndvn, yeunuoc, nguoivietnam, vietnamese, vtv, thinhhanh, xuhuong",https://www.tiktok.com/@lavieenrose2107/video/7499004347225853185,7499009566802266896,nhạc nền - Hani Babe,2 videos,Hani Babe,true
lavieenrose2107,71.3K,7499389572904946951,Trả lời,2025-05-01 08:21:41,2025-06-05 11:17:20,03:26,,10.9K,863,170,598,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, vnpay, vnpaydroneshow, drone, trinhdiendrone, yeunuoc, nguoivietnam, vietnamese, thinhhanh, xuhuong, chiase",https://www.tiktok.com/@lavieenrose2107/video/7499389572904946951,7499389838903331585,nhạc nền - Hani Babe,1 videos,Hani Babe,true
lavieenrose2107,71.3K,7500075277079301396,Trả lời,2025-05-03 04:42:34,2025-06-05 11:17:32,01:25,,2573,278,28,161,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, yeunuoc, nguoivietnam, vietnamese, thinhhanh, xuhuong, chiase, doclaptudohanhphuc",https://www.tiktok.com/@lavieenrose2107/video/7500075277079301396,7500075433891875601,nhạc nền - Hani Babe,1 videos,Hani Babe,true
lavieenrose2107,71.3K,7500450887756746001,+1 máy luỵ Huế🪭 Việt Nam đẹp quá Việt Nam ơi 🇻🇳,2025-05-04 05:00:07,2025-06-05 11:17:46,00:33,,400,46,3,14,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, vietnam, toiyeuvietnam, vietnamtoiyeu, yeunuoc, nguoivietnam, vietnamese, thinhhanh, xuhuong, dulich, dulichvietnam, huế",https://www.tiktok.com/@lavieenrose2107/video/7500450887756746001,7475712175794227984,nhạc nền - Store Bé Hải,57 videos,Store Bé Hải,false
lavieenrose2107,71.3K,7500512971404102933,,2025-05-04 09:01:02,2025-06-05 11:18:00,,,1003,111,17,22,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, kyniem, funny, j4f",https://www.tiktok.com/@lavieenrose2107/photo/7500512971404102933,7250508717837142790,nhạc nền - 活烦,60.3K videos,Magic Style Fashion,false
lavieenrose2107,71.3K,7500552088548658449,Bắt được có người ghen rồi nhé=]]]],2025-05-04 11:32:50,2025-06-05 11:18:18,01:03,,14.5K,330,178,702,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, dieubinh, quannhan, ngoaigiao, chinhtri, vietnamtrungquoc, j4f, funny, capcut",https://www.tiktok.com/@lavieenrose2107/video/7500552088548658449,7500552231949142800,nhạc nền - Hani Babe,1 videos,Hani Babe,true
lavieenrose2107,71.3K,7500805856112495892,Trả lời,2025-05-05 03:57:35,2025-06-05 11:18:33,02:17,,5673,223,141,497,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, dieubinh, quannhan, ngoaigiao, chinhtri, vietnamtrungquoc, quannhantrungquoc, huunghi, hoptac, thinhhanh, xuhuong",https://www.tiktok.com/@lavieenrose2107/video/7500805856112495892,7376236875085236274,Pure music beautiful and romantic ancient style Qingming rain prayer,9509 videos,,false
lavieenrose2107,71.3K,7500889927643581697,Trả lời,2025-05-05 09:23:49,2025-06-05 11:18:45,01:37,60.6K,4463,143,62,228,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, dieubinh, quannhan, ngoaigiao, chinhtri, qđndvn🇻🇳🇻🇳🇻🇳, quandoinhandanvietnam, huunghi, hoptac, thinhhanh, xuhuong",https://www.tiktok.com/@lavieenrose2107/video/7500889927643581697,7500890166841281281,nhạc nền - Hani Babe,1 videos,Hani Babe,true
lavieenrose2107,71.3K,7500990033428565268,Xem đi để không bị fomo má hồng AZTK nha các gái! Hãy mua nếu thực sự thích nó🔥🔥🔥,2025-05-05 15:52:17,2025-06-05 11:19:03,00:00,27K,277,33,2,25,"hanibabe, hanireviewchanthatkhongnoidieu, haniotrungquoc, fyp, viral, dcgr, lamdep, makeup, trangdiem, noidiatrung, mahong, blush, aztk, rarebeauty, learnontiktok, tiktokshop, xuhuong, thinhhanh",https://www.tiktok.com/@lavieenrose2107/video/7500990033428565268,7500995260428913424,nhạc nền - Hani Babe,1 videos,Hani Babe,true
