user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
q.baosky96,324.4K,7501995259929431304,"Một loài hoa khác biệt, mùi hương chẳng giống theo một ai..",2025-05-08 08:53:05,2025-05-16 03:49:48,00:33,2.1M,193.2K,1360,5094,7708,"khongphaidangvuadau, sontungmtp, nhachaymoingay, xuhuongtiktok",https://www.tiktok.com/@q.baosky96/video/7501995259929431304,7501995283992152848,nhạc nền - 𝐁𝐀𝐎𝐏𝐇𝐀𝐌𝐒𝐊𝐘,24 videos,𝐁𝐀𝐎𝐏𝐇𝐀𝐌𝐒𝐊𝐘,false
embongdaily,83.4K,7475255896512269575,Muốn cool ngầu là làm liền 🤣🤣,2025-02-25 07:30:41,2025-05-16 03:50:09,00:18,3.2M,136.4K,1007,1018,2353,,https://www.tiktok.com/@embongdaily/video/7475255896512269575,,nhạc nền  - Thuỷ💋,,,
thodiahalong,67.2K,7474472833347816712,Nhìn chiếc xe lại nhớ đến đất nước Campuchia phải không ta? Xe này bán gì mà hot top tóp vậy mọi người?,2025-02-23 04:52:00,2025-05-16 03:50:22,00:14,,275.3K,3917,23.2K,8553,"thodiahalong, vtmgr",https://www.tiktok.com/@thodiahalong/video/7474472833347816712,,nhạc nền  - paullummeme,,,
vnnh2003,2.2M,7497931074711047432,không biết vụ gì,2025-04-27 10:01:58,2025-05-16 03:50:38,00:15,1.3M,49.7K,161,304,852,,https://www.tiktok.com/@vnnh2003/video/7497931074711047432,,nhạc nền - fan hero team - Hồng Như,,,
lethiyeenvy08,829K,7483733269549305095,,2025-03-20 03:47:14,2025-05-16 03:50:49,00:15,,422.6K,5759,54K,16.7K,,https://www.tiktok.com/@lethiyeenvy08/video/7483733269549305095,7466681285999233809,nhạc nền - 𝓖𝓲𝓪 𝓚𝓱𝓪𝓷𝓰 🚀,22.2K videos,𝓖𝓲𝓪 𝓚𝓱𝓪𝓷𝓰 🚀,false
benam410,33.6K,7479748346245139720,🤣🤣,2025-03-09 10:03:41,2025-05-16 03:51:08,00:15,5.4M,160.6K,5386,41.2K,12.3K,,https://www.tiktok.com/@benam410/video/7479748346245139720,7479748394588588816,nhạc nền - Kẹo Tim Đỏ,43 videos,Kẹo Tim Đỏ,false
nganngantungtung,39.2K,7486788827881753864,Vua chúa cũng chỉ đến thế là cùng=)))),2025-03-28 09:24:21,2025-05-16 03:51:26,00:15,10.1M,394.7K,3355,12.1K,20.1K,,https://www.tiktok.com/@nganngantungtung/video/7486788827881753864,,nhạc nền  - 𝙏𝙝𝙚 𝙌𝙪𝙤𝙘,,,
tra.dang.904,21.5M,7487839858854055173,Chúc mừng sinh nhật 1️⃣ tuổi Đu Đủ - Con Gái Yêu của Ba Mẹ ♥️ 12 tháng với 12 chiếc bánh sinh nhật tạo nên 1 video vô vàn kỷ niệm 🥰,2025-03-31 05:22:53,2025-05-16 03:51:38,00:49,7.3M,429.7K,1752,6033,15.7K,dudufamily,https://www.tiktok.com/@tra.dang.904/video/7487839858854055173,,nhạc nền  - ☘️Trà Đặng☘️,,,
yenthichanvat,1M,7487068077511806213,Nghiệp chướng :V,2025-03-29 03:27:59,2025-05-16 03:51:54,00:55,11.1M,405.5K,5405,19.5K,27K,"yenthichanvat, nghiepchuong",https://www.tiktok.com/@yenthichanvat/video/7487068077511806213,,nhạc nền  - Lê Bảo,,,
take_a_deep_breath_02,759,7500520938857975047,"Mấy anh này dễ thương, đẹp trai mà hài hài. Chuẩn bị tiền ra Hà Nội thoai",2025-05-04 09:31:57,2025-05-16 03:52:10,01:23,864.2K,100.6K,773,4864,6851,"50namngaygiaiphongmiennam, positiveenergy",https://www.tiktok.com/@take_a_deep_breath_02/video/7500520938857975047,7500520995724348176,nhạc nền - Tạp hoá bọ Ú bé Ngoan,1 videos,Tạp hoá bọ ú bé ngoan,false
