user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
_halinhtran_,2M,7503010610813209874,"một cánh cửa nữa lại được mở tra, cảm ơn tất cả mn",2025-05-11 02:33:09,2025-05-19 11:04:29,00:28,7.8M,378.4K,2511,8969,6971,,https://www.tiktok.com/@_halinhtran_/video/7503010610813209874,7.488638273649872e+18,nhạc nền - Hà 🐋,1505 videos,Le Thu Ha 🐋,False
quanneww6,88.1K,7496841550245252359,Ăn mặc xấu tặng hoa bị từ chối và cái kết 🥲,2025-04-24 11:34:03,2025-05-19 11:04:50,01:52,2.2M,44K,510,1098,3203,"xh, quannew6",https://www.tiktok.com/@quanneww6/video/7496841550245252359,7.496841669192125e+18,nhạc nền - Quân New Store,27 videos,Quân New Store,False
hothao.12,138.2K,7485411167456873736,Rước dâu Miền Tây,2025-03-24 16:18:20,2025-05-19 11:05:13,00:50,7.5M,405.8K,1626,19.7K,13.6K,hothaone,https://www.tiktok.com/@hothao.12/video/7485411167456873736,,Yêu Là Cưới - Phát Hồ,,,
chulam.pianoman,207.6K,7497892260483271943,Màn đồng diễn MỘT VÒNG VIỆT NAM 🇻🇳 cực phẩm! Khiến cả quán cf phải sửng sốt 🤯,2025-04-27 07:31:21,2025-05-19 11:05:29,03:30,7.6M,526.3K,15.4K,32.1K,50.8K,"pianopublic, việtnam, viêj, trianviolinist, anyuviolin, chulampianoman, xuhuong, tiktokgiaitri, piano, pianocover, nhachaymoingay, longervideos, fyp",https://www.tiktok.com/@chulam.pianoman/video/7497892260483271943,7.497892418656013e+18,nhạc nền - Chú Lâm - PianoMan,34 videos,Chú Lâm - PianoMan,False
dnkhaiver2,213.4K,7473524189581069576,Chuẩn bị đi ngủ mà nghe được nhạc nì…😋,2025-02-20 15:30:47,2025-05-19 11:05:48,00:15,2.6M,233.2K,1407,7773,12.6K,,https://www.tiktok.com/@dnkhaiver2/video/7473524189581069576,7.466681285999234e+18,nhạc nền - 𝓖𝓲𝓪 𝓚𝓱𝓪𝓷𝓰 🚀,22.5K videos,𝓖𝓲𝓪 𝓚𝓱𝓪𝓷𝓰 🚀,False
_ping999_9_,465.8K,7493860986001050887,"""Khi bạn sinh con gái, chồng bạn sẽ như thế này""",2025-04-16 10:47:56,2025-05-19 11:06:09,00:18,,150.7K,685,3758,6653,"douyin, trending, homnaydouyincogi, dance, gaixinh, meme, hàihước",https://www.tiktok.com/@_ping999_9_/video/7493860986001050887,7.493861013629013e+18,nhạc nền - Hôm Nay Douyin Có Gì ?,4 videos,Hôm Nay Douyin Có Gì ?,False
gheuu._,537.2K,7504132136643988743,Gái bản Uông - Trai bản lề,2025-05-14 03:05:15,2025-05-19 11:06:28,00:21,3.4M,267.2K,433,7945,7150,,https://www.tiktok.com/@gheuu._/video/7504132136643988743,7.497236049970662e+18,nhạc nền - HieuThuHai(Sundays),22.1K videos,HieuThuHai(Sundays) 🦀,False
erikkkofficial,2.4M,7480528502547123463,ERIK - 'Dù cho tận thế (vẫn yêu em)' (Wedding Version) | Live at LimLong's Wedding 💍🤵🏻👰🏻‍♀️,2025-03-11 12:31:06,2025-05-19 11:06:51,02:15,,683.1K,2715,36.9K,31.5K,"erik, duchotanthe, duchotanthevanyeuem, dctt, salim, longhatnhai, limlonglastinglove, tiktokgiaitri, nhachaymoingay",https://www.tiktok.com/@erikkkofficial/video/7480528502547123463,7.48052860257354e+18,original sound - ERIK,6997 videos,ERIK,False
phantrongg,411.4K,7502792872165477640,Tưởng hết phép ai ngờ hết sảy 😝,2025-05-10 12:28:13,2025-05-19 11:07:19,00:20,1.4M,43K,900,1008,1650,"phantrongg, ssteam, xuhuong",https://www.tiktok.com/@phantrongg/video/7502792872165477640,7.502793009210084e+18,nhạc nền - Phan Trọng,221 videos,Phan Trọng,False
ebemasterd_7,5172,7487045910120140038,phan thuong cho dua day muon 💓 nhu tao :))),2025-03-29 02:01:58,2025-05-19 11:07:39,00:18,636.6K,16.9K,,1037,1938,quanghungmasterd,https://www.tiktok.com/@ebemasterd_7/video/7487045910120140038,7.487045938131373e+18,nhạc nền - ⋆ ˚ ꩜   𝐓𝐰𝐲𝐧   ⋆୨୧˚,493 videos,hg.,False
